customer_id,trans_date,tran_amount,response
CS5845,2012-11-01,90,0
CS4134,2011-06-12,49,0
CS5663,2011-05-20,98,1
CS5162,2013-12-12,55,0
CS2221,2014-01-23,63,0
CS4455,2014-06-15,98,0
CS5807,2012-08-10,99,1
CS1871,2011-12-14,49,0
CS3033,2011-07-03,66,0
CS3284,2012-07-27,37,0
CS1790,2011-06-04,58,0
CS2551,2015-02-21,84,1
CS2236,2012-10-07,65,0
CS1826,2011-11-13,94,1
CS4495,2014-08-19,86,0
CS3268,2014-10-20,60,0
CS2410,2012-10-18,35,0
CS2355,2012-09-07,60,0
CS4887,2013-03-17,74,0
CS2900,2012-09-08,104,0
CS5801,2014-09-18,49,0
CS2215,2014-09-27,76,0
CS2525,2015-01-14,76,1
CS5801,2011-08-06,78,0
CS5321,2012-03-24,45,0
CS5568,2014-07-08,55,0
CS4172,2012-02-03,65,0
CS4281,2013-10-14,87,0
CS2729,2013-11-08,86,0
CS4941,2013-02-16,50,0
CS4919,2012-04-22,68,0
CS3042,2011-11-23,45,0
CS5363,2012-09-22,48,0
CS5011,2013-01-15,68,0
CS5114,2011-08-14,96,0
CS2001,2014-10-26,59,0
CS1843,2014-01-02,58,0
CS5695,2014-08-21,35,0
CS5838,2013-10-12,105,0
CS3514,2014-03-30,49,1
CS2002,2013-04-11,72,1
CS6015,2014-09-02,58,0
CS1690,2014-03-10,99,0
CS4686,2012-07-18,79,0
CS1955,2012-02-18,38,0
CS4136,2013-05-18,81,1
CS3921,2011-12-11,86,0
CS1552,2012-07-16,51,0
CS3875,2011-06-06,50,1
CS6061,2014-01-25,85,0
CS1938,2013-09-03,89,0
CS1548,2014-03-28,53,0
CS4900,2011-07-21,89,0
CS4127,2011-08-11,104,0
CS3529,2013-07-05,84,0
CS5888,2014-09-24,94,1
CS2309,2013-12-09,36,0
CS2521,2012-10-28,55,0
CS4664,2014-07-17,74,0
CS3224,2013-01-05,46,0
CS1261,2012-09-10,78,0
CS5339,2011-07-11,102,0
CS3248,2015-01-20,46,0
CS5978,2014-05-29,67,0
CS2891,2012-06-18,62,1
CS1691,2015-01-02,74,1
CS3840,2012-02-26,101,0
CS4034,2013-07-22,37,0
CS2028,2012-05-10,54,0
CS4660,2011-08-25,94,0
CS4951,2014-04-01,58,0
CS3652,2013-12-19,92,0
CS3681,2013-10-06,73,0
CS5086,2011-06-29,87,1
CS4932,2014-09-29,90,0
CS3655,2013-04-15,91,1
CS4384,2012-09-26,63,0
CS3396,2013-09-08,66,0
CS1255,2012-06-12,97,0
CS5170,2011-11-06,73,0
CS4740,2014-01-12,45,0
CS1402,2011-11-05,61,0
CS3191,2014-02-22,35,0
CS5780,2012-01-31,49,1
CS2790,2012-08-28,79,0
CS4602,2015-02-05,101,0
CS5292,2014-11-02,66,1
CS1398,2013-02-19,97,1
CS2134,2014-01-02,100,0
CS4512,2012-05-01,89,0
CS4083,2012-08-09,104,0
CS4640,2014-12-12,87,0
CS5584,2013-08-11,63,0
CS5580,2012-12-12,80,0
CS3148,2013-06-26,44,0
CS2667,2013-05-17,61,0
CS3447,2014-12-16,100,0
CS5192,2014-03-17,86,0
CS1727,2012-11-19,76,0
CS6002,2014-01-23,89,0
CS1209,2015-01-08,93,0
CS4597,2014-07-13,50,0
CS3640,2014-08-24,42,0
CS3459,2012-11-26,79,0
CS3488,2014-04-06,76,0
CS3207,2013-04-20,88,1
CS4074,2013-10-10,88,0
CS4110,2013-04-30,100,1
CS1388,2014-02-09,39,0
CS2993,2012-02-11,84,0
CS2738,2013-11-01,98,0
CS3912,2011-11-18,45,0
CS5764,2014-09-07,90,0
CS3218,2012-09-11,83,0
CS4237,2011-08-25,78,0
CS1564,2011-08-22,87,0
CS5367,2012-02-23,92,1
CS1905,2014-12-02,36,1
CS2398,2011-11-13,71,0
CS3109,2013-08-28,100,1
CS4897,2011-09-24,36,1
CS2199,2012-10-10,60,0
CS3274,2013-01-31,59,0
CS3458,2012-06-22,42,0
CS3960,2012-06-04,97,0
CS5457,2013-12-31,62,0
CS5222,2012-04-14,47,0
CS4674,2012-12-01,45,0
CS5094,2014-09-05,96,0
CS4306,2014-04-18,36,0
CS5564,2012-11-01,80,0
CS3414,2011-10-30,95,0
CS3163,2014-07-18,59,0
CS4838,2011-06-06,53,0
CS3533,2013-07-25,38,0
CS1707,2014-11-29,57,0
CS2843,2012-12-22,75,0
CS4567,2012-08-14,36,0
CS1706,2013-12-10,91,0
CS3205,2011-12-10,38,0
CS4484,2013-06-17,87,0
CS3305,2012-07-13,40,0
CS5324,2011-06-17,69,0
CS4341,2012-04-20,83,0
CS3592,2013-02-04,77,0
CS1925,2012-11-22,54,0
CS5011,2014-12-27,71,0
CS6074,2014-11-26,79,0
CS2984,2013-02-27,78,0
CS3271,2012-05-24,68,0
CS5564,2013-08-05,76,0
CS3064,2012-03-28,43,0
CS4530,2012-05-26,85,0
CS2568,2014-05-23,47,0
CS2041,2014-02-14,76,0
CS4186,2012-11-06,71,0
CS4033,2013-09-23,100,0
CS2203,2012-02-05,78,0
CS2388,2014-04-08,47,0
CS3730,2014-03-26,59,1
CS1639,2013-08-12,87,0
CS2659,2013-06-02,98,0
CS5657,2014-08-13,78,0
CS5336,2013-07-25,46,0
CS2034,2011-05-29,82,0
CS2176,2014-04-24,42,0
CS2123,2011-10-28,64,0
CS2782,2014-05-19,80,1
CS1590,2011-08-10,48,0
CS2424,2013-02-01,97,0
CS3434,2014-05-08,62,0
CS1286,2011-09-19,68,1
CS1137,2014-06-11,84,0
CS5412,2013-05-30,58,1
CS2719,2011-12-13,71,1
CS3283,2013-05-25,50,0
CS1774,2012-12-14,77,0
CS5850,2013-01-06,86,0
CS5716,2014-10-01,73,0
CS5764,2015-02-27,97,0
CS2386,2013-10-07,69,1
CS6028,2013-03-24,72,0
CS5358,2014-01-18,75,0
CS2770,2012-05-10,81,0
CS5880,2013-09-02,65,0
CS1853,2012-12-07,87,0
CS4333,2014-04-17,82,0
CS4256,2011-11-15,48,0
CS4737,2013-05-28,50,0
CS5277,2014-08-13,53,1
CS4584,2014-01-13,73,0
CS2513,2012-11-18,104,0
CS3002,2012-04-25,54,0
CS5868,2014-02-23,46,1
CS5760,2011-09-19,64,0
CS2030,2013-12-25,87,0
CS5932,2015-03-10,63,0
CS2832,2015-02-06,44,0
CS6073,2013-06-30,73,0
CS1512,2014-05-03,95,0
CS3655,2012-12-18,92,1
CS4847,2012-04-20,38,0
CS3801,2013-06-16,87,0
CS4682,2015-01-26,99,0
CS2845,2013-09-08,46,0
CS2788,2011-06-18,73,0
CS5839,2015-01-28,59,0
CS4480,2011-11-16,65,0
CS4458,2012-12-05,96,1
CS4111,2013-11-12,89,0
CS4016,2015-02-23,93,1
CS3768,2014-06-15,94,1
CS3188,2014-11-20,61,0
CS2777,2012-08-15,54,0
CS3127,2015-03-16,88,0
CS3739,2011-11-03,35,0
CS3770,2012-10-10,100,0
CS4417,2013-02-02,53,0
CS2324,2012-08-02,105,0
CS1274,2011-06-10,70,0
CS2865,2013-09-02,86,0
CS5546,2014-02-25,98,0
CS5292,2012-04-30,74,1
CS3447,2014-01-13,77,0
CS4471,2012-10-27,54,0
CS3585,2012-05-20,64,0
CS2300,2012-02-07,49,0
CS1850,2012-07-02,92,0
CS4727,2013-05-25,61,1
CS2741,2014-07-13,83,1
CS4464,2014-05-31,69,0
CS3161,2015-01-12,62,0
CS4530,2012-08-10,103,0
CS2632,2011-12-29,80,0
CS4962,2014-12-20,57,0
CS2525,2012-03-04,53,1
CS2600,2012-03-26,43,0
CS3770,2013-04-11,49,0
CS6104,2013-08-18,56,0
CS6042,2012-12-20,48,0
CS1310,2012-12-10,46,1
CS3065,2013-01-09,44,0
CS5531,2011-08-24,101,0
CS5804,2012-09-20,57,0
CS4778,2014-08-20,59,0
CS3143,2014-06-30,45,0
CS5562,2014-04-21,91,0
CS1646,2014-03-28,41,0
CS5054,2013-11-21,97,0
CS4795,2013-09-28,103,0
CS3550,2014-05-06,52,0
CS4646,2014-01-24,69,0
CS5847,2014-07-09,104,0
CS5858,2011-07-18,47,1
CS3220,2014-10-31,88,0
CS2947,2012-03-04,99,0
CS5852,2014-09-01,47,0
CS1275,2014-12-06,74,0
CS4565,2013-01-01,94,0
CS4193,2013-08-28,43,0
CS4302,2013-08-21,51,0
CS2627,2014-02-20,52,0
CS4014,2012-01-23,50,0
CS6079,2011-08-04,52,1
CS2983,2013-04-30,40,0
CS4501,2012-01-07,60,0
CS5430,2014-05-02,67,1
CS1395,2012-05-24,54,0
CS3415,2011-07-30,85,1
CS2170,2014-11-25,91,0
CS5586,2014-01-18,59,0
CS3894,2013-08-25,56,1
CS2120,2014-02-19,37,0
CS2657,2014-03-10,97,0
CS4729,2013-12-30,58,0
CS4007,2015-02-05,36,0
CS1794,2012-02-25,57,0
CS5636,2012-11-15,105,0
CS4568,2011-08-31,35,0
CS4890,2012-12-12,58,0
CS5323,2013-01-14,69,0
CS4593,2015-01-15,95,0
CS4980,2014-02-19,80,0
CS3413,2012-05-25,90,0
CS4207,2011-08-24,66,0
CS5886,2013-08-21,92,0
CS5831,2011-11-30,59,0
CS4580,2013-03-23,73,1
CS1479,2013-12-27,104,0
CS3612,2012-03-25,61,0
CS5519,2011-08-23,52,0
CS4441,2014-08-09,70,0
CS5635,2014-09-14,37,0
CS5212,2014-05-06,60,0
CS4078,2013-07-25,49,0
CS1452,2012-04-13,43,0
CS6102,2015-01-10,39,0
CS5733,2014-09-21,89,0
CS1205,2015-03-13,48,0
CS2246,2012-02-01,97,0
CS3832,2014-08-03,72,0
CS4458,2014-09-06,57,1
CS1983,2012-06-18,61,0
CS5425,2015-02-07,67,0
CS4915,2013-10-26,61,0
CS2950,2015-01-28,46,0
CS2981,2014-03-31,98,0
CS2907,2013-05-14,92,0
CS4760,2015-01-31,103,0
CS1583,2012-09-14,67,0
CS5251,2012-03-27,51,0
CS4037,2013-11-29,43,0
CS1253,2013-06-22,59,1
CS5643,2013-07-02,38,0
CS5065,2011-07-19,65,0
CS3901,2014-08-27,99,0
CS4216,2011-10-14,60,0
CS5388,2013-06-10,62,0
CS3064,2011-12-04,40,0
CS2922,2014-12-18,48,0
CS5461,2012-05-04,69,1
CS2552,2011-11-24,104,0
CS5877,2015-01-20,87,0
CS2219,2012-04-17,37,0
CS4980,2014-07-07,50,0
CS5572,2015-03-07,40,0
CS5921,2013-09-17,59,0
CS4755,2014-10-20,105,1
CS3184,2011-09-09,92,0
CS3011,2011-12-21,38,0
CS4736,2014-06-19,73,0
CS4035,2014-07-31,64,0
CS4712,2014-06-19,64,0
CS4562,2013-08-02,88,0
CS5021,2012-02-24,101,0
CS3275,2013-01-04,42,0
CS3486,2011-11-05,54,0
CS2825,2014-09-30,66,0
CS1620,2012-07-17,64,0
CS1962,2013-10-22,51,0
CS3292,2013-01-18,91,0
CS3990,2011-08-19,93,0
CS3577,2014-03-28,45,0
CS2838,2011-05-25,80,1
CS3230,2012-01-26,84,0
CS4164,2012-08-18,88,0
CS2949,2012-02-12,42,0
CS2432,2013-12-26,92,0
CS3075,2013-05-24,96,0
CS2564,2013-10-14,39,0
CS2047,2012-09-22,54,0
CS5864,2012-10-11,97,0
CS4703,2011-11-13,89,0
CS4473,2014-12-20,77,0
CS2482,2011-07-26,40,0
CS2059,2013-10-20,94,0
CS4055,2014-09-28,94,0
CS4503,2013-05-18,49,1
CS4599,2014-08-11,63,0
CS1260,2014-10-21,67,0
CS3271,2014-12-20,65,0
CS2908,2013-10-07,94,0
CS1555,2013-02-15,87,0
CS1128,2013-11-16,50,0
CS2334,2014-04-07,70,0
CS5730,2012-02-19,92,0
CS1500,2014-10-03,89,0
CS1805,2011-11-23,90,1
CS5698,2014-06-08,92,0
CS5185,2013-04-28,93,0
CS1590,2013-04-27,92,0
CS1270,2011-05-17,82,0
CS1246,2013-05-01,44,0
CS2833,2014-07-23,80,1
CS4602,2013-12-30,64,0
CS2958,2011-07-12,57,0
CS1233,2014-05-10,92,1
CS5480,2014-07-28,48,1
CS5346,2012-11-15,56,0
CS4880,2012-02-18,84,0
CS5206,2013-07-23,49,0
CS2067,2012-05-11,39,0
CS5965,2014-05-08,99,1
CS2862,2014-04-02,49,0
CS1813,2011-10-31,86,0
CS4535,2014-03-26,36,1
CS4236,2014-04-29,62,0
CS5586,2014-05-10,56,0
CS1770,2013-07-24,38,0
CS4577,2014-03-18,103,0
CS6004,2013-05-05,80,0
CS5512,2014-01-27,100,0
CS1677,2013-04-22,78,1
CS1543,2013-11-03,77,0
CS5788,2013-07-16,45,0
CS2085,2011-09-22,55,1
CS2914,2013-06-21,65,1
CS3253,2013-10-23,66,0
CS4016,2012-01-09,61,1
CS5468,2012-02-14,93,0
CS2891,2014-12-19,36,1
CS4695,2014-10-01,80,0
CS3185,2012-06-28,100,0
CS3653,2011-10-16,42,0
CS3237,2013-09-15,86,0
CS2465,2012-03-09,75,0
CS2199,2013-10-31,35,0
CS1136,2012-12-17,43,0
CS5040,2012-06-18,54,0
CS1393,2013-11-02,69,1
CS5242,2013-01-15,81,0
CS4424,2013-04-17,55,0
CS1299,2013-06-08,98,1
CS5935,2013-06-29,71,0
CS1653,2013-10-27,102,1
CS1384,2014-12-30,47,0
CS4335,2013-12-30,96,0
CS3947,2011-06-19,68,1
CS4940,2014-04-23,77,0
CS4462,2012-05-20,78,0
CS5184,2015-03-13,82,0
CS3015,2013-09-14,101,0
CS6093,2014-06-20,78,1
CS1906,2011-07-09,64,0
CS2456,2013-03-18,93,0
CS4326,2011-09-25,65,0
CS2413,2013-10-12,97,0
CS5174,2014-01-14,41,1
CS5445,2011-10-16,76,0
CS4425,2014-09-15,46,0
CS5708,2014-09-25,55,0
CS2636,2014-11-10,36,0
CS5053,2012-10-29,101,0
CS1207,2011-11-28,45,0
CS4561,2012-10-12,44,1
CS2613,2014-02-19,41,0
CS5883,2014-12-15,45,0
CS4403,2011-09-15,96,0
CS5849,2013-06-04,38,0
CS1352,2013-09-26,102,0
CS1215,2013-12-28,102,0
CS3332,2014-12-28,75,0
CS4203,2013-05-31,81,0
CS3005,2011-11-24,72,1
CS1914,2013-02-22,45,1
CS1767,2013-10-22,105,0
CS4929,2013-04-02,41,0
CS1325,2013-07-27,57,0
CS3540,2011-07-26,61,0
CS5267,2013-12-08,55,1
CS2561,2015-01-10,63,0
CS5052,2012-06-18,70,0
CS3063,2011-11-19,90,0
CS4118,2013-03-10,54,0
CS4401,2015-02-08,88,0
CS4022,2013-09-20,74,0
CS4964,2013-12-21,50,0
CS3485,2014-04-05,46,1
CS1942,2014-12-01,52,0
CS2062,2011-08-30,90,0
CS5949,2012-03-04,65,0
CS5971,2012-03-14,60,0
CS3981,2013-09-06,105,0
CS2834,2015-01-26,82,0
CS6010,2014-05-15,101,0
CS4358,2014-04-21,61,1
CS5609,2011-11-22,46,0
CS2600,2013-12-16,96,0
CS4023,2014-02-15,54,0
CS5256,2012-12-26,92,0
CS4852,2011-09-25,88,0
CS4223,2013-09-10,58,0
CS6095,2011-07-26,77,0
CS1388,2014-06-23,65,0
CS2938,2012-11-20,70,0
CS1987,2012-08-21,104,0
CS1560,2014-06-17,90,0
CS3711,2011-10-27,95,0
CS1605,2014-08-19,39,0
CS5483,2013-07-27,82,0
CS3947,2012-07-20,46,1
CS5518,2012-11-07,35,0
CS3611,2011-09-08,81,0
CS1940,2012-01-03,67,0
CS5112,2011-11-30,99,0
CS5557,2014-08-13,72,0
CS5206,2012-03-06,85,0
CS4659,2014-06-11,64,0
CS1935,2012-09-21,69,0
CS4883,2012-01-21,104,0
CS3885,2012-09-27,105,0
CS4704,2013-10-15,98,0
CS1720,2014-04-25,48,0
CS4611,2014-05-09,96,0
CS5513,2012-10-05,56,0
CS3294,2014-04-12,64,0
CS3123,2012-04-16,65,0
CS1608,2013-02-01,79,0
CS3414,2014-12-27,73,0
CS2582,2011-06-02,66,0
CS5943,2013-02-16,55,0
CS1131,2015-02-24,83,0
CS4984,2014-01-23,58,0
CS5419,2012-02-06,67,0
CS4475,2014-09-18,95,1
CS3086,2013-03-14,72,1
CS3502,2011-10-27,71,0
CS4986,2015-03-10,65,0
CS2006,2013-01-08,73,0
CS3715,2012-10-15,71,0
CS4624,2013-04-29,83,1
CS3696,2011-09-09,76,0
CS3898,2014-09-27,47,1
CS2520,2015-01-30,78,0
CS2731,2014-02-07,98,0
CS2626,2014-05-26,100,0
CS2713,2014-11-17,95,0
CS5448,2012-09-13,54,0
CS4977,2013-01-09,38,0
CS3122,2012-11-05,43,0
CS5237,2014-02-15,88,0
CS3324,2014-06-22,95,0
CS4619,2012-01-14,75,0
CS1953,2014-05-16,91,0
CS3137,2015-03-10,51,0
CS1895,2011-09-04,60,1
CS2644,2013-07-13,46,0
CS3846,2012-05-13,59,0
CS2575,2014-09-25,95,1
CS3973,2011-08-07,66,0
CS1187,2013-10-05,50,0
CS3654,2013-04-19,80,0
CS2077,2015-03-08,102,0
CS5752,2014-08-03,85,0
CS4635,2013-03-21,51,1
CS1610,2015-01-07,92,0
CS1721,2013-07-05,96,0
CS3480,2013-07-04,37,0
CS2625,2012-03-15,60,0
CS4924,2013-05-26,60,1
CS1600,2013-10-25,46,0
CS1767,2014-03-05,51,0
CS5274,2011-09-13,61,0
CS4675,2013-02-03,67,0
CS3986,2013-03-01,53,0
CS4701,2014-07-25,57,0
CS2945,2012-09-07,47,0
CS1354,2011-09-05,100,0
CS1346,2012-11-19,105,0
CS4720,2014-01-25,39,0
CS4432,2012-01-28,100,1
CS2441,2013-01-08,55,1
CS2707,2013-04-03,89,0
CS4062,2013-11-24,35,0
CS3049,2013-08-04,71,0
CS4387,2013-06-28,105,0
CS5198,2012-11-11,38,0
CS2434,2013-01-08,36,1
CS3289,2013-05-20,67,0
CS3106,2011-07-03,71,0
CS5179,2014-04-08,98,0
CS1890,2013-06-24,81,0
CS5403,2012-03-30,89,0
CS3220,2012-04-24,75,0
CS5379,2013-05-30,77,0
CS4313,2012-04-05,45,0
CS1959,2013-03-23,95,1
CS5114,2012-12-19,96,0
CS1469,2014-06-12,84,0
CS1800,2014-06-29,55,0
CS4822,2012-03-12,97,0
CS2098,2013-03-31,87,0
CS4279,2011-07-29,60,0
CS5922,2013-08-24,55,1
CS3760,2013-10-23,58,0
CS4287,2013-02-21,73,0
CS4773,2012-10-16,60,0
CS3282,2012-08-25,96,0
CS6111,2012-06-29,36,0
CS4862,2013-05-25,105,0
CS2599,2011-08-31,76,0
CS4031,2013-06-21,99,0
CS4255,2012-07-02,90,0
CS5170,2012-04-25,62,0
CS5597,2011-09-10,90,0
CS1494,2014-10-21,91,0
CS4625,2014-09-03,69,0
CS3279,2014-06-02,85,0
CS1920,2012-09-18,80,0
CS3218,2015-02-03,54,0
CS5287,2012-06-15,86,0
CS4211,2011-05-20,71,0
CS1378,2013-03-24,67,0
CS2749,2013-01-02,68,0
CS4482,2014-10-31,78,0
CS5484,2012-06-06,47,1
CS2074,2013-02-07,68,0
CS4704,2013-02-19,71,0
CS2271,2015-01-01,76,0
CS2799,2013-06-06,67,0
CS5154,2013-04-23,50,0
CS3779,2012-12-02,57,0
CS4208,2013-09-24,44,0
CS5714,2014-01-17,52,1
CS3698,2014-04-29,35,0
CS5192,2012-12-03,66,0
CS4858,2011-12-10,89,0
CS4779,2015-03-08,76,1
CS2486,2014-05-16,105,0
CS1230,2012-01-17,86,0
CS5633,2011-11-06,53,0
CS5783,2011-08-23,77,0
CS3922,2011-06-15,49,0
CS4894,2011-09-10,40,0
CS3526,2013-11-23,48,0
CS2777,2011-08-27,42,0
CS4069,2012-08-14,77,0
CS4803,2013-10-17,70,0
CS5483,2014-08-24,80,0
CS2813,2014-02-07,62,0
CS2279,2013-03-15,53,0
CS1332,2011-10-12,49,0
CS3272,2013-04-01,55,0
CS5895,2013-12-19,89,0
CS1502,2012-04-05,67,0
CS1692,2013-05-24,74,0
CS4448,2014-01-23,66,0
CS1287,2011-06-27,94,0
CS2880,2012-10-15,81,0
CS1851,2013-03-06,59,0
CS2767,2015-02-11,67,0
CS2255,2012-03-18,47,0
CS4599,2012-08-08,101,0
CS4379,2015-02-01,50,0
CS5446,2011-07-18,86,0
CS3187,2013-11-14,45,0
CS5953,2012-03-02,103,0
CS1218,2014-01-12,60,0
CS1759,2014-07-15,62,1
CS5740,2013-01-13,88,0
CS5006,2012-04-21,58,0
CS4547,2012-07-10,45,1
CS3868,2012-06-19,63,0
CS4116,2012-03-29,97,1
CS2644,2012-03-17,59,0
CS5358,2014-04-17,84,0
CS5088,2013-09-25,46,0
CS3531,2014-11-03,73,0
CS6034,2011-05-16,87,0
CS3927,2012-04-21,72,1
CS3417,2011-07-11,62,0
CS3282,2013-08-26,98,0
CS5626,2012-07-16,79,0
CS4852,2013-09-21,56,0
CS5695,2013-04-23,79,0
CS2059,2014-11-23,95,0
CS1678,2013-02-22,71,0
CS4331,2014-05-27,42,0
CS4795,2013-05-10,96,0
CS3349,2012-11-12,84,0
CS5534,2013-06-01,74,0
CS6072,2014-11-18,85,0
CS1621,2015-01-01,72,0
CS5383,2014-12-21,65,0
CS3618,2012-07-11,100,0
CS5416,2011-05-27,61,0
CS5584,2012-10-12,101,0
CS4191,2011-05-18,59,0
CS3607,2011-11-11,82,0
CS4144,2012-09-04,99,0
CS4611,2012-06-11,99,0
CS4779,2014-01-11,45,1
CS3744,2014-07-08,76,1
CS1899,2012-07-08,66,0
CS1438,2012-08-01,60,0
CS2220,2012-01-15,85,0
CS2904,2013-10-10,73,0
CS3584,2012-01-14,82,0
CS2956,2014-06-03,101,1
CS1401,2015-03-02,46,0
CS4242,2015-03-06,68,0
CS1301,2014-02-22,48,0
CS6026,2011-10-22,63,0
CS4763,2013-11-07,42,0
CS5432,2015-02-01,72,0
CS3834,2013-10-10,99,0
CS4971,2012-09-22,103,0
CS2310,2011-08-20,56,0
CS5950,2013-07-03,63,0
CS5052,2012-10-09,51,0
CS3366,2014-07-18,101,0
CS1524,2013-12-01,57,0
CS1409,2013-12-05,96,0
CS5976,2014-10-23,89,0
CS3967,2013-07-31,87,0
CS4870,2011-06-16,82,0
CS4745,2013-12-26,72,0
CS3422,2012-08-18,40,0
CS5106,2012-02-16,78,0
CS2344,2012-03-03,73,0
CS4453,2012-05-02,101,0
CS3368,2014-12-31,68,1
CS6059,2012-06-19,50,1
CS3245,2012-02-14,54,1
CS1623,2011-12-18,68,0
CS2533,2012-05-01,81,0
CS5361,2012-07-25,104,0
CS3812,2015-02-20,65,1
CS1527,2012-03-15,55,0
CS2766,2012-10-26,48,0
CS3427,2013-07-07,50,0
CS5952,2013-09-29,77,0
CS5633,2014-12-08,82,0
CS4820,2013-10-02,103,0
CS4236,2012-03-25,81,0
CS3579,2013-03-20,95,0
CS4167,2013-11-04,72,0
CS5273,2014-05-18,59,1
CS4158,2014-08-27,60,0
CS2613,2014-08-10,40,0
CS4425,2012-02-06,59,0
CS5731,2011-06-13,60,0
CS1580,2014-04-26,86,1
CS3342,2011-06-25,70,0
CS5780,2014-10-13,96,1
CS2360,2011-05-26,45,0
CS4985,2012-11-21,46,1
CS1864,2011-07-16,39,0
CS3751,2015-02-07,79,0
CS1216,2014-10-12,101,0
CS4934,2011-11-09,68,1
CS5453,2013-06-27,58,0
CS2361,2013-02-04,104,0
CS3547,2012-03-10,61,0
CS3050,2013-09-12,45,0
CS1920,2012-03-11,66,0
CS4188,2013-02-28,76,0
CS1332,2013-01-15,94,0
CS4863,2013-02-18,62,0
CS5219,2014-08-29,103,0
CS3576,2013-12-29,42,0
CS2649,2011-12-30,79,1
CS1582,2011-05-29,65,1
CS5660,2012-09-02,56,0
CS3165,2013-03-27,104,0
CS4071,2011-10-28,88,0
CS1176,2014-06-12,78,0
CS2654,2011-12-23,36,0
CS4929,2012-02-17,73,0
CS5819,2012-09-08,59,0
CS5790,2014-08-27,78,0
CS4674,2014-11-02,104,0
CS5948,2012-10-05,42,0
CS4610,2012-05-23,89,0
CS5116,2013-12-15,86,0
CS4758,2014-09-30,88,0
CS3199,2013-10-29,56,0
CS3848,2013-09-27,36,0
CS3835,2011-11-13,69,0
CS2857,2013-04-07,84,0
CS2337,2011-07-15,43,0
CS4487,2013-09-05,63,0
CS2717,2014-07-15,87,0
CS1805,2014-01-15,36,1
CS3627,2012-10-25,44,0
CS3676,2014-01-19,44,0
CS5525,2013-11-17,69,0
CS2061,2013-11-05,51,0
CS3841,2014-08-22,69,1
CS1672,2012-05-24,61,0
CS5428,2014-10-14,70,0
CS2522,2014-07-06,68,0
CS2508,2012-11-06,47,0
CS5968,2014-10-07,37,0
CS5135,2012-09-07,76,0
CS3612,2013-02-08,97,0
CS2085,2011-05-31,68,1
CS3431,2014-01-10,67,0
CS3519,2012-03-11,46,0
CS1881,2012-06-25,47,1
CS6068,2012-02-01,54,0
CS4826,2011-06-14,83,0
CS2527,2012-06-04,55,0
CS4157,2013-01-19,97,1
CS1954,2014-09-02,74,0
CS4004,2013-03-05,55,0
CS3026,2013-05-08,78,0
CS5152,2013-02-02,36,0
CS1686,2013-06-03,43,0
CS2823,2012-01-07,92,1
CS1404,2012-05-19,67,0
CS5056,2012-01-24,97,0
CS6031,2013-09-30,78,0
CS1678,2011-08-10,96,0
CS4097,2014-09-29,69,0
CS5770,2014-09-29,40,0
CS1658,2012-08-07,81,0
CS4743,2013-03-25,71,0
CS3768,2011-11-08,59,1
CS5897,2011-09-12,91,0
CS3060,2013-03-15,92,0
CS4770,2014-10-18,56,0
CS5262,2013-02-20,100,0
CS2029,2011-05-22,56,0
CS4456,2014-09-23,59,0
CS4202,2012-10-02,58,0
CS3830,2012-03-24,65,0
CS3392,2014-03-30,71,0
CS5826,2013-02-19,60,0
CS2201,2013-03-15,63,0
CS4636,2014-12-13,60,0
CS5983,2014-01-25,56,0
CS3909,2014-08-22,97,0
CS4839,2013-02-21,68,1
CS2195,2013-03-26,77,0
CS2203,2012-01-12,39,0
CS2636,2012-09-30,77,0
CS2678,2012-01-04,72,0
CS5714,2011-12-04,42,1
CS2986,2011-08-22,52,0
CS2643,2012-08-21,99,0
CS6093,2013-06-17,98,1
CS2365,2014-07-25,44,0
CS1880,2013-05-31,49,0
CS4751,2013-06-22,102,0
CS2539,2014-03-09,61,0
CS2911,2011-12-19,51,0
CS2361,2013-06-05,58,0
CS2498,2011-11-21,95,0
CS3447,2014-11-15,76,0
CS2621,2012-10-14,65,0
CS4977,2013-04-30,74,0
CS2242,2012-11-27,100,0
CS2616,2014-06-12,62,0
CS1735,2012-10-31,79,0
CS1157,2012-01-31,97,0
CS3851,2015-01-31,96,0
CS5686,2013-05-17,80,0
CS3276,2013-12-24,53,0
CS5064,2012-09-03,95,0
CS4843,2012-08-20,36,0
CS4016,2013-04-13,55,1
CS1906,2011-12-05,105,0
CS4776,2012-12-13,44,0
CS1897,2013-11-11,72,0
CS2197,2013-07-29,43,0
CS1745,2012-05-03,77,0
CS6003,2011-09-09,38,0
CS4436,2013-08-11,51,0
CS5737,2014-05-20,58,0
CS2956,2011-12-03,57,1
CS1606,2012-03-26,80,0
CS3504,2014-10-05,49,1
CS2842,2013-12-18,71,0
CS4468,2014-03-03,83,0
CS4098,2015-03-14,64,1
CS4431,2011-07-05,59,0
CS2228,2012-07-13,77,0
CS2541,2012-12-05,75,1
CS2227,2014-02-28,39,1
CS1410,2011-07-07,67,0
CS5299,2012-01-16,57,0
CS2488,2014-07-28,89,0
CS1259,2012-03-26,96,1
CS4554,2012-02-26,85,0
CS5919,2013-03-04,46,0
CS4230,2011-10-05,72,0
CS1666,2013-10-21,83,0
CS4123,2014-11-02,78,0
CS5900,2013-04-18,104,0
CS3513,2013-07-13,99,0
CS3831,2012-12-09,90,0
CS5943,2014-09-05,95,0
